context,verse_id,answer,entity_type
هیچ جنبنده‌ای در زمین نیست مگر اینکه روزی او بر خداست! او قرارگاه و محل نقل و انتقالش را می‌داند؛ همه اینها در کتاب آشکاری ثبت است! ,s11.6,جنبنده,animals
من، بر «الله» که پروردگار من و شماست، توکل کرده‌ام! هیچ جنبنده‌ای نیست مگر اینکه او بر آن تسلط دارد؛  پروردگار من بر راه راست است!,s11.56,جنبنده,animals
و اگر خداوند مردم را بخاطر ظلمشان مجازات می‌کرد، جنبنده‌ای را بر پشت زمین باقی نمی‌گذارد؛ ولی آنها را تا زمان معیّنی به تأخیر می‌اندازد. و هنگامی که اجلشان فرا رسد، نه ساعتی تأخیر می‌کنند، و نه ساعتی پیشی می‌گیرند.,s16.61,جنبنده,animals
و خداوند هر جنبنده‌ای را از آبی آفرید؛ گروهی از آنها بر شکم خود راه می‌روند، و گروهی بر دو پای خود، و گروهی بر چهار پا راه می‌روند؛ خداوند هر چه را بخواهد می‌آفریند، زیرا خدا بر همه چیز تواناست!,s24.45,جنبنده,animals
و هنگامی که فرمان عذاب آنها رسد ، جنبنده‌ای را از زمین برای آنها خارج می‌کنیم که با آنان تکلّم می‌کند  که مردم به آیات ما ایمان نمی‌آوردند.,s27.82,جنبنده,animals
چه بسا جنبنده‌ای که قدرت حمل روزی خود را ندارد، خداوند او و شما را روزی می‌دهد؛ و او شنوا و داناست.,s29.60,جنبنده,animals
 آسمانها را بدون ستونی که آن را ببینید آفرید، و در زمین کوه‌هایی افکند تا شما را نلرزاند  و از هر گونه جنبنده‌ای روی آن منتشر ساخت؛ و از آسمان آبی نازل کردیم و بوسیله آن در روی زمین انواع گوناگونی از جفتهای گیاهان پر ارزش رویاندیم.,s31.10,جنبنده,animals
 هنگامی که مرگ را بر او مقرّر داشتیم، کسی آنها را از مرگ وی آگاه نساخت مگر جنبنده زمین  که عصای او را می‌خورد ؛ هنگامی که بر زمین افتاد جنّیان فهمیدند که اگر از غیب آگاه بودند در عذاب خوارکننده باقی نمی‌ماندند!,s34.14,جنبنده,animals
اگر خداوند مردم را به سبب کارهایی که انجام داده‌اند مجازات کند، جنبنده‌ای را بر پشت زمین باقی نخواهد گذاشت! ولی  آنها را تا سرآمد معیّنی تأخیر می‌اندازد  امّا هنگامی که اجل آنان فرا رسد،  او نسبت به بندگانش بیناست !,s35.45,جنبنده,animals
و پروردگار تو به زنبور عسل «وحی»  نمود که: «از کوه‌ها و درختان و داربستهایی که مردم می‌سازند، خانه‌هایی برگزین!,s16.68,زنبور,animals
